ccode,scode,country,year,scoup1,atcoup2,pcoup3,apcoup4,agcoup,foroutex,reboutex,assassex,resignex
510,TAZ,Tanzania,1973,0,0,0,0,0,0,0,0,0
800,THI,Thailand,1973,0,0,0,0,0,0,0,0,1
461,TOG,Togo,1973,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,1973,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,1973,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,1973,0,0,0,0,0,0,0,0,0
696,UAE,UAE,1973,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,1973,0,0,0,0,0,0,0,0,0
200,UKG,United Kingdom,1973,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,1973,0,0,0,0,0,0,0,0,0
2,USA,United States,1973,0,0,0,0,0,0,0,0,0
364,USR,USSR,1973,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,1973,0,0,0,0,0,0,0,0,0
678,YAR,Yemen North,1973,0,0,0,0,0,0,0,0,0
680,YPR,Yemen South,1973,0,0,0,0,0,0,0,0,0
345,YUG,Yugoslavia,1973,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,1973,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,1973,0,0,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,1973,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,1974,0,0,0,0,0,0,0,0,0
339,ALB,Albania,1974,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,1974,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,1974,0,0,0,0,0,0,0,0,0
900,AUL,Australia,1974,0,0,0,0,0,0,0,0,0
305,AUS,Austria,1974,0,0,0,0,0,0,0,0,0
692,BAH,Bahrain,1974,0,0,0,0,0,0,0,0,0
211,BEL,Belgium,1974,0,0,0,0,0,0,0,0,0
434,BEN,Benin,1974,0,0,0,0,0,0,0,0,0
439,BFO,Burkina Faso,1974,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,1974,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,1974,0,0,0,0,0,0,0,0,0
145,BOL,Bolivia,1974,0,2,0,1,0,0,0,0,0
571,BOT,Botswana,1974,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,1974,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,1974,0,0,0,0,0,0,0,0,0
355,BUL,Bulgaria,1974,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,1974,0,0,0,0,0,0,0,0,0
20,CAN,Canada,1974,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,1974,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,1974,0,1,0,0,0,0,0,0,0
483,CHA,Chad,1974,0,0,0,0,0,0,0,0,0
155,CHL,Chile,1974,0,0,0,0,0,0,0,0,0
710,CHN,China,1974,0,0,0,0,0,0,0,0,0
100,COL,Colombia,1974,0,0,0,0,0,0,0,0,0
484,CON,Congo Brazzaville,1974,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,1974,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,1974,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,1974,1,0,0,0,0,0,0,0,0
315,CZE,Czechoslovakia,1974,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,1974,0,0,0,0,0,0,0,0,0
42,DOM,Dominican Republic,1974,0,0,0,0,0,0,0,0,0
816,DRV,Vietnam North,1974,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,1974,0,0,0,0,0,0,0,0,0
651,EGY,Egypt,1974,0,0,0,0,0,0,0,0,0
411,EQG,Equatorial Guinea,1974,0,0,0,0,0,0,0,0,0
530,ETH,Ethiopia,1974,2,0,0,0,0,0,0,0,0
375,FIN,Finland,1974,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,1974,0,0,0,0,0,0,0,0,0
220,FRN,France,1974,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,1974,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,1974,0,0,0,0,0,0,0,0,0
265,GDR,Germany East,1974,0,0,0,0,0,0,0,0,0
260,GFR,Germany West,1974,0,0,0,0,0,0,0,0,0
452,GHA,Ghana,1974,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,1974,0,0,0,0,0,0,0,0,0
350,GRC,Greece,1974,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,1974,0,0,0,0,0,0,0,0,0
438,GUI,Guinea,1974,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,1974,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,1974,0,0,0,0,0,0,0,0,0
91,HON,Honduras,1974,0,0,0,0,0,0,0,0,0
310,HUN,Hungary,1974,0,0,0,0,0,0,0,0,0
750,IND,India,1974,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,1974,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,1974,0,0,0,0,0,0,0,0,0
630,IRN,Iran,1974,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,1974,0,0,0,0,0,0,0,0,0
666,ISR,Israel,1974,0,0,0,0,0,0,0,0,0
325,ITA,Italy,1974,0,0,0,2,0,0,0,0,0
437,IVO,Ivory Coast,1974,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,1974,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,1974,0,0,0,0,0,0,0,0,0
740,JPN,Japan,1974,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,1974,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,1974,0,0,0,0,0,0,0,0,0
812,LAO,Laos,1974,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,1974,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,1974,0,0,0,0,0,0,0,0,0
570,LES,Lesotho,1974,0,1,0,0,0,0,0,0,0
620,LIB,Libya,1974,0,0,0,0,0,0,0,0,0
212,LUX,Luxembourg,1974,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,1974,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,1974,0,1,0,0,0,0,0,0,0
820,MAL,Malaysia,1974,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,1974,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,1974,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,1974,0,0,0,0,0,0,0,0,0
432,MLI,Mali,1974,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,1974,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,1974,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),1974,0,0,0,0,0,0,0,0,0
790,NEP,Nepal,1974,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,1974,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,1974,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,1974,0,0,0,0,0,0,0,0,0
436,NIR,Niger,1974,1,0,0,0,0,0,0,0,0
385,NOR,Norway,1974,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,1974,0,0,0,0,0,0,0,0,0
698,OMA,Oman,1974,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,1974,0,0,0,0,0,0,0,0,0
95,PAN,Panama,1974,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,1974,0,0,0,0,0,0,0,0,0
135,PER,Peru,1974,0,0,0,0,0,0,0,0,0
840,PHI,Philippines,1974,0,0,0,0,0,0,0,0,0
290,POL,Poland,1974,0,0,0,0,0,0,0,0,0
235,POR,Portugal,1974,1,1,0,0,0,0,0,0,0
731,PRK,Korea North,1974,0,0,0,0,0,0,0,0,0
694,QAT,Qatar,1974,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,1974,0,0,0,0,0,0,0,0,0
360,RUM,Romania,1974,0,0,0,0,0,0,0,0,0
817,RVN,Vietnam South,1974,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,1974,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,1974,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,1974,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,1974,0,0,0,0,0,0,0,0,0
433,SEN,Senegal,1974,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,1974,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,1974,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,1974,0,0,0,0,0,0,0,0,0
230,SPN,Spain,1974,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,1974,0,0,0,0,0,0,0,0,0
625,SUD,Sudan,1974,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,1974,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,1974,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,1974,0,0,0,0,0,0,0,0,0
652,SYR,Syria,1974,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,1974,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,1974,0,0,0,0,0,0,0,0,0
800,THI,Thailand,1974,0,0,0,0,0,0,0,0,0
461,TOG,Togo,1974,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,1974,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,1974,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,1974,0,0,0,0,0,0,0,0,0
696,UAE,UAE,1974,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,1974,0,1,0,0,0,0,0,0,0
200,UKG,United Kingdom,1974,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,1974,0,0,0,0,0,0,0,0,0
2,USA,United States,1974,0,0,0,0,0,0,0,0,1
364,USR,USSR,1974,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,1974,0,0,0,0,0,0,0,0,0
678,YAR,Yemen North,1974,1,0,0,0,0,0,0,0,0
680,YPR,Yemen South,1974,0,0,0,0,0,0,0,0,0
345,YUG,Yugoslavia,1974,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,1974,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,1974,0,0,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,1974,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,1975,0,0,0,0,0,0,0,0,0
339,ALB,Albania,1975,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,1975,0,0,0,0,0,0,0,0,0
540,ANG,Angola,1975,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,1975,0,0,0,0,0,0,0,0,0
900,AUL,Australia,1975,0,0,0,0,0,0,0,0,0
305,AUS,Austria,1975,0,0,0,0,0,0,0,0,0
692,BAH,Bahrain,1975,0,0,0,0,0,0,0,0,0
211,BEL,Belgium,1975,0,0,0,0,0,0,0,0,0
434,BEN,Benin,1975,0,1,0,1,0,0,0,0,0
439,BFO,Burkina Faso,1975,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,1975,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,1975,1,1,0,0,0,0,0,0,0
145,BOL,Bolivia,1975,0,0,0,0,0,0,0,0,0
571,BOT,Botswana,1975,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,1975,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,1975,0,0,0,0,0,0,0,0,0
355,BUL,Bulgaria,1975,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,1975,0,1,0,0,0,0,1,0,0
20,CAN,Canada,1975,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,1975,0,0,0,0,0,0,0,0,0
402,CAP,Cape Verde,1975,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,1975,0,0,0,0,0,0,0,0,0
483,CHA,Chad,1975,1,0,0,0,0,0,0,0,0
155,CHL,Chile,1975,0,0,0,0,0,0,0,0,0
710,CHN,China,1975,0,0,0,0,0,0,0,0,0
100,COL,Colombia,1975,0,0,0,0,0,0,0,0,0
581,COM,Comoros,1975,1,0,0,0,0,0,0,0,0
484,CON,Congo Brazzaville,1975,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,1975,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,1975,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,1975,0,0,0,0,0,0,0,0,0
315,CZE,Czechoslovakia,1975,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,1975,0,0,0,0,0,0,0,0,0
42,DOM,Dominican Republic,1975,0,0,0,0,0,0,0,0,0
816,DRV,Vietnam North,1975,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,1975,0,1,0,0,0,0,0,0,0
651,EGY,Egypt,1975,0,0,0,0,0,0,0,0,0
411,EQG,Equatorial Guinea,1975,0,0,0,0,0,0,0,0,0
530,ETH,Ethiopia,1975,0,0,0,0,0,0,0,0,0
375,FIN,Finland,1975,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,1975,0,0,0,0,0,0,0,0,0
220,FRN,France,1975,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,1975,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,1975,0,0,0,0,0,0,0,0,0
265,GDR,Germany East,1975,0,0,0,0,0,0,0,0,0
260,GFR,Germany West,1975,0,0,0,0,0,0,0,0,0
452,GHA,Ghana,1975,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,1975,0,0,1,0,0,0,0,0,0
350,GRC,Greece,1975,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,1975,0,0,0,0,0,0,0,0,0
438,GUI,Guinea,1975,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,1975,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,1975,0,0,0,0,0,0,0,0,0
91,HON,Honduras,1975,1,0,0,0,0,0,0,0,0
310,HUN,Hungary,1975,0,0,0,0,0,0,0,0,0
750,IND,India,1975,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,1975,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,1975,0,0,0,0,0,0,0,0,0
630,IRN,Iran,1975,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,1975,0,0,0,0,0,0,0,0,0
666,ISR,Israel,1975,0,0,0,0,0,0,0,0,0
325,ITA,Italy,1975,0,0,0,0,0,0,0,0,0
437,IVO,Ivory Coast,1975,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,1975,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,1975,0,0,0,0,0,0,0,0,0
740,JPN,Japan,1975,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,1975,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,1975,0,0,0,0,0,0,0,0,0
812,LAO,Laos,1975,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,1975,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,1975,0,0,0,0,0,0,0,0,0
570,LES,Lesotho,1975,0,0,0,0,0,0,0,0,0
620,LIB,Libya,1975,0,0,1,0,0,0,0,0,0
212,LUX,Luxembourg,1975,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,1975,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,1975,0,0,0,0,0,0,0,1,0
820,MAL,Malaysia,1975,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,1975,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,1975,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,1975,0,0,0,0,0,0,0,0,0
432,MLI,Mali,1975,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,1975,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,1975,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),1975,0,0,0,0,0,0,0,0,0
541,MZM,Mozambique,1975,0,1,0,0,0,0,0,0,0
790,NEP,Nepal,1975,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,1975,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,1975,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,1975,1,0,0,0,0,0,0,0,0
436,NIR,Niger,1975,0,0,1,0,0,0,0,0,0
385,NOR,Norway,1975,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,1975,0,0,0,0,0,0,0,0,0
698,OMA,Oman,1975,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,1975,0,0,0,0,0,0,0,0,0
95,PAN,Panama,1975,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,1975,0,0,0,0,0,0,0,0,0
135,PER,Peru,1975,1,0,0,0,0,0,0,0,0
840,PHI,Philippines,1975,0,0,0,0,0,0,0,0,0
910,PNG,Papua New Guinea,1975,0,0,0,0,0,0,0,0,0
290,POL,Poland,1975,0,0,0,0,0,0,0,0,0
235,POR,Portugal,1975,0,2,0,1,0,0,0,0,0
731,PRK,Korea North,1975,0,0,0,0,0,0,0,0,0
694,QAT,Qatar,1975,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,1975,0,0,0,0,0,0,0,0,0
360,RUM,Romania,1975,0,0,0,0,0,0,0,0,0
817,RVN,Vietnam South,1975,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,1975,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,1975,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,1975,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,1975,0,0,0,0,0,0,0,1,0
433,SEN,Senegal,1975,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,1975,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,1975,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,1975,0,0,0,0,0,0,0,0,0
230,SPN,Spain,1975,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,1975,0,0,0,0,0,0,0,0,0
625,SUD,Sudan,1975,0,1,0,0,0,0,0,0,0
115,SUR,Suriname,1975,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,1975,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,1975,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,1975,0,0,0,0,0,0,0,0,0
652,SYR,Syria,1975,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,1975,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,1975,0,0,0,0,0,0,0,0,0
800,THI,Thailand,1975,0,0,0,0,0,0,0,0,0
461,TOG,Togo,1975,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,1975,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,1975,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,1975,0,0,0,0,0,0,0,0,0
696,UAE,UAE,1975,0,0,0,0,0,0,0,0,0
500,UGA,Uganda,1975,0,1,0,0,0,0,0,0,0
200,UKG,United Kingdom,1975,0,0,0,0,0,0,0,0,0
165,URU,Uruguay,1975,0,0,0,0,0,0,0,0,0
2,USA,United States,1975,0,0,0,0,0,0,0,0,0
364,USR,USSR,1975,0,0,0,0,0,0,0,0,0
101,VEN,Venezuela,1975,0,0,0,0,0,0,0,0,0
678,YAR,Yemen North,1975,0,0,0,0,0,0,0,0,0
680,YPR,Yemen South,1975,0,0,0,0,0,0,0,0,0
345,YUG,Yugoslavia,1975,0,0,0,0,0,0,0,0,0
490,ZAI,Congo Kinshasa,1975,0,0,0,0,0,0,0,0,0
551,ZAM,Zambia,1975,0,0,0,0,0,0,0,0,0
552,ZIM,Zimbabwe,1975,0,0,0,0,0,0,0,0,0
700,AFG,Afghanistan,1976,0,0,0,0,0,0,0,0,0
339,ALB,Albania,1976,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,1976,0,0,0,0,0,0,0,0,0
540,ANG,Angola,1976,0,0,0,0,0,0,0,0,0
160,ARG,Argentina,1976,1,0,0,0,0,0,0,0,0
900,AUL,Australia,1976,0,0,0,0,0,0,0,0,0
305,AUS,Austria,1976,0,0,0,0,0,0,0,0,0
692,BAH,Bahrain,1976,0,0,0,0,0,0,0,0,0
211,BEL,Belgium,1976,0,0,0,0,0,0,0,0,0
434,BEN,Benin,1976,0,0,0,0,0,0,0,0,0
439,BFO,Burkina Faso,1976,0,0,0,0,0,0,0,0,0
760,BHU,Bhutan,1976,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,1976,1,0,0,0,0,0,0,0,0
145,BOL,Bolivia,1976,0,0,0,0,0,0,0,0,0
571,BOT,Botswana,1976,0,0,0,0,0,0,0,0,0
140,BRA,Brazil,1976,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,1976,1,0,0,0,0,0,0,0,0
355,BUL,Bulgaria,1976,0,0,0,0,0,0,0,0,0
811,CAM,Cambodia,1976,0,2,0,0,0,0,0,0,0
20,CAN,Canada,1976,0,0,0,0,0,0,0,0,0
471,CAO,Cameroon,1976,0,0,0,0,0,0,0,0,0
402,CAP,Cape Verde,1976,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,1976,0,0,0,0,0,0,0,0,0
483,CHA,Chad,1976,0,1,0,0,0,0,0,0,0
155,CHL,Chile,1976,0,0,0,0,0,0,0,0,0
710,CHN,China,1976,0,0,0,0,0,0,0,0,0
100,COL,Colombia,1976,0,0,0,0,0,0,0,0,0
581,COM,Comoros,1976,0,0,1,0,1,0,0,0,0
484,CON,Congo Brazzaville,1976,0,0,0,0,0,0,0,0,0
94,COS,Costa Rica,1976,0,0,0,0,0,0,0,0,0
40,CUB,Cuba,1976,0,0,0,0,0,0,0,0,0
352,CYP,Cyprus,1976,0,0,0,0,0,0,0,0,0
315,CZE,Czechoslovakia,1976,0,0,0,0,0,0,0,0,0
390,DEN,Denmark,1976,0,0,0,0,0,0,0,0,0
42,DOM,Dominican Republic,1976,0,0,0,0,0,0,0,0,0
816,DRV,Vietnam North,1976,0,0,0,0,0,0,0,0,0
130,ECU,Ecuador,1976,1,0,0,0,0,0,0,0,0
651,EGY,Egypt,1976,0,0,0,0,0,0,0,0,0
411,EQG,Equatorial Guinea,1976,0,0,0,0,0,0,0,0,0
530,ETH,Ethiopia,1976,0,0,0,0,0,0,0,0,0
375,FIN,Finland,1976,0,0,0,0,0,0,0,0,0
950,FJI,Fiji,1976,0,0,0,0,0,0,0,0,0
220,FRN,France,1976,0,0,0,0,0,0,0,0,0
481,GAB,Gabon,1976,0,0,0,0,0,0,0,0,0
420,GAM,Gambia,1976,0,0,0,0,0,0,0,0,0
265,GDR,Germany East,1976,0,0,0,0,0,0,0,0,0
260,GFR,Germany West,1976,0,0,0,0,0,0,0,0,0
452,GHA,Ghana,1976,0,0,0,0,0,0,0,0,0
404,GNB,Guinea-Bissau,1976,0,0,0,0,0,0,0,0,0
350,GRC,Greece,1976,0,0,0,0,0,0,0,0,0
90,GUA,Guatemala,1976,0,0,0,0,0,0,0,0,0
438,GUI,Guinea,1976,0,0,0,0,0,0,0,0,0
110,GUY,Guyana,1976,0,0,0,0,0,0,0,0,0
41,HAI,Haiti,1976,0,0,0,0,0,0,0,0,0
91,HON,Honduras,1976,0,0,0,0,0,0,0,0,0
310,HUN,Hungary,1976,0,0,0,0,0,0,0,0,0
750,IND,India,1976,0,0,0,0,0,0,0,0,0
850,INS,Indonesia,1976,0,0,0,0,0,0,0,0,0
205,IRE,Ireland,1976,0,0,0,0,0,0,0,0,0
630,IRN,Iran,1976,0,0,0,0,0,0,0,0,0
645,IRQ,Iraq,1976,0,0,0,0,0,0,0,0,0
666,ISR,Israel,1976,0,0,0,0,0,0,0,0,0
325,ITA,Italy,1976,0,0,0,0,0,0,0,0,0
437,IVO,Ivory Coast,1976,0,0,0,0,0,0,0,0,0
51,JAM,Jamaica,1976,0,0,0,0,0,0,0,0,0
663,JOR,Jordan,1976,0,0,0,0,0,0,0,0,0
740,JPN,Japan,1976,0,0,0,0,0,0,0,0,0
501,KEN,Kenya,1976,0,0,0,0,0,0,0,0,0
690,KUW,Kuwait,1976,0,0,0,0,0,0,0,0,0
812,LAO,Laos,1976,0,0,0,0,0,0,0,0,0
450,LBR,Liberia,1976,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,1976,0,1,0,0,0,0,0,0,0
570,LES,Lesotho,1976,0,0,0,0,0,0,0,0,0
620,LIB,Libya,1976,0,0,0,0,0,0,0,0,0
212,LUX,Luxembourg,1976,0,0,0,0,0,0,0,0,0
435,MAA,Mauritania,1976,0,0,0,0,0,0,0,0,0
580,MAG,Madagascar,1976,0,0,0,0,0,0,0,0,0
820,MAL,Malaysia,1976,0,0,0,0,0,0,0,0,0
590,MAS,Mauritius,1976,0,0,0,0,0,0,0,0,0
553,MAW,Malawi,1976,0,0,0,0,0,0,0,0,0
70,MEX,Mexico,1976,0,0,0,0,0,0,0,0,0
432,MLI,Mali,1976,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,1976,0,0,0,0,0,0,0,0,0
600,MOR,Morocco,1976,0,0,0,0,0,0,0,0,0
775,MYA,Myanmar (Burma),1976,0,0,1,0,0,0,0,0,0
541,MZM,Mozambique,1976,0,0,0,0,0,0,0,0,0
790,NEP,Nepal,1976,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,1976,0,0,0,0,0,0,0,0,0
93,NIC,Nicaragua,1976,0,0,0,0,0,0,0,0,0
475,NIG,Nigeria,1976,0,1,0,0,0,0,0,1,0
436,NIR,Niger,1976,0,0,1,0,0,0,0,0,0
385,NOR,Norway,1976,0,0,0,0,0,0,0,0,0
210,NTH,Netherlands,1976,0,0,0,0,0,0,0,0,0
698,OMA,Oman,1976,0,0,0,0,0,0,0,0,0
770,PAK,Pakistan,1976,0,0,0,0,0,0,0,0,0
95,PAN,Panama,1976,0,0,0,0,0,0,0,0,0
150,PAR,Paraguay,1976,0,0,0,0,0,0,0,0,0
135,PER,Peru,1976,0,0,1,0,0,0,0,0,0
840,PHI,Philippines,1976,0,0,0,0,0,0,0,0,0
910,PNG,Papua New Guinea,1976,0,0,0,0,0,0,0,0,0
290,POL,Poland,1976,0,0,0,0,0,0,0,0,0
235,POR,Portugal,1976,0,0,0,0,0,0,0,0,0
731,PRK,Korea North,1976,0,0,0,0,0,0,0,0,0
694,QAT,Qatar,1976,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,1976,0,0,0,0,0,0,0,0,0
360,RUM,Romania,1976,0,0,0,0,0,0,0,0,0
517,RWA,Rwanda,1976,0,0,0,0,0,0,0,0,0
560,SAF,South Africa,1976,0,0,0,0,0,0,0,0,0
92,SAL,El Salvador,1976,0,0,0,0,0,0,0,0,0
670,SAU,Saudi Arabia,1976,0,0,0,0,0,0,0,0,0
433,SEN,Senegal,1976,0,0,0,0,0,0,0,0,0
451,SIE,Sierra Leone,1976,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,1976,0,0,0,0,0,0,0,0,0
520,SOM,Somalia,1976,0,0,0,0,0,0,0,0,0
230,SPN,Spain,1976,0,0,0,0,0,0,0,0,0
780,SRI,Sri Lanka,1976,0,0,0,0,0,0,0,0,0
625,SUD,Sudan,1976,0,1,0,0,0,0,0,0,0
115,SUR,Suriname,1976,0,0,0,0,0,0,0,0,0
572,SWA,Swaziland,1976,0,0,0,0,0,0,0,0,0
380,SWD,Sweden,1976,0,0,0,0,0,0,0,0,0
225,SWZ,Switzerland,1976,0,0,0,0,0,0,0,0,0
652,SYR,Syria,1976,0,0,0,0,0,0,0,0,0
713,TAW,Taiwan,1976,0,0,0,0,0,0,0,0,0
510,TAZ,Tanzania,1976,0,0,0,0,0,0,0,0,0
800,THI,Thailand,1976,1,0,0,0,0,0,0,0,0
461,TOG,Togo,1976,0,0,0,0,0,0,0,0,0
52,TRI,Trinidad,1976,0,0,0,0,0,0,0,0,0
616,TUN,Tunisia,1976,0,0,0,0,0,0,0,0,0
640,TUR,Turkey,1976,0,0,0,0,0,0,0,0,0
696,UAE,UAE,1976,0,0,0,0,0,0,0,0,0
