ccode,scode,country,year,scoup1,atcoup2,pcoup3,apcoup4,agcoup,foroutex,reboutex,assassex,resignex,treatment,external_debt_to_gni,group_indicator,GDP_Growth,GDP_per_Capita,Inflation_CPI,Terms_of_Trade,cpiamacr,cpiadebt,Primary_fiscal_balance,EconomicFreedomIndex,Polity2_Score
616,TUN,Tunisia,2008,0,0,0,0,0,0,0,0,0,1,50.93043041745942,0.0,4.23778147502819,3760.12316696001,4.34502807623045,117.984062553,,,1.67212779225321,6.27,-4.0
640,TUR,Turkey,2008,0,0,0,1,0,0,0,0,0,1,38.5983773911122,0.0,0.815024573007705,8376.14924620652,10.4441283764885,94.4438190067,,,3.5757359732057,6.51,7.0
696,UAE,UAE,2008,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
500,UGA,Uganda,2008,0,0,0,0,0,0,0,0,0,1,16.17163313404075,0.0,8.70875190154499,722.565167003452,12.0508555482886,85.7868284215,4.5,4.5,-1.26691635751296,6.87,-1.0
200,UKG,United Kingdom,2008,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
369,UKR,Ukraine,2008,0,0,0,0,0,0,0,0,0,1,55.80506086680648,0.0,2.24349159628288,2567.69409179688,25.226461707384,133.2193180329,,,-2.6422047014786,5.13,7.0
165,URU,Uruguay,2008,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2,USA,United States,2008,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
704,UZB,Uzbekistan,2008,0,0,0,0,0,0,0,0,0,0,16.21439820731932,0.0,9.02916101784777,1904.45855506688,,97.4335606519,4.0,4.0,,,-9.0
101,VEN,Venezuela,2008,0,0,0,1,0,0,0,0,0,1,,0.0,5.27785412398782,,,173.305696688,,,,3.53,5.0
818,VIE,Vietnam,2008,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
679,YEM,Yemen,2008,0,0,0,0,0,0,0,0,0,0,24.91899864620384,0.0,3.64756947012633,2244.02361513149,18.9762574318076,129.7238085448,3.5,4.0,,5.08,-2.0
490,ZAI,Congo Kinshasa,2008,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
551,ZAM,Zambia,2008,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
552,ZIM,Zimbabwe,2008,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
700,AFG,Afghanistan,2009,0,0,0,0,0,0,0,0,0,1,20.03672485369224,1.0,21.3905283926492,488.830652491949,-6.81116108898996,90.0872451862,3.5,3.5,,,
339,ALB,Albania,2009,0,0,0,0,0,0,0,0,0,1,38.85316674877197,0.0,3.35428934987461,3432.1708719722,2.26692209450831,97.7525072692,,,-3.89718738911224,7.21,9.0
615,ALG,Algeria,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
540,ANG,Angola,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
160,ARG,Argentina,2009,0,0,0,0,0,0,0,0,0,1,41.42446814239182,0.0,-5.91852507634947,12285.3784651865,,96.0770580912,,,-0.138984517209736,5.86,8.0
371,ARM,Armenia,2009,0,0,0,0,0,0,0,0,0,1,54.79197775245884,0.0,-14.1000000006998,2716.97436280471,3.40676682683801,95.7834875625,5.0,5.0,-6.99019181799633,7.29,5.0
900,AUL,Australia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
305,AUS,Austria,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
373,AZE,Azerbaijan,2009,0,0,0,0,0,0,0,0,0,1,11.16385011791188,0.0,9.29636374447091,5023.9672905028,1.45704835970321,109.1959267717,4.0,5.0,6.33296349872899,5.53,-7.0
692,BAH,Bahrain,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
211,BEL,Belgium,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
434,BEN,Benin,2009,0,0,0,0,0,0,0,0,0,1,20.76388576663273,0.0,2.31929213912838,936.565651099118,0.896072355749111,98.2694453199,4.0,3.5,,5.71,7.0
439,BFO,Burkina Faso,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
760,BHU,Bhutan,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
370,BLR,Belarus,2009,0,0,0,0,0,0,0,0,0,1,44.37081300882566,0.0,0.199995249385182,5200.78517563822,12.9456563410402,100.4562001826,,,0.0277618201114377,5.52,-7.0
771,BNG,Bangladesh,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
145,BOL,Bolivia,2009,0,0,1,0,0,0,0,0,0,1,34.68295928215427,0.0,3.35699957430565,2422.5757910558,3.34645420142014,133.6878416181,4.0,4.5,1.73486840988418,6.16,7.0
346,BOS,Bosnia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
571,BOT,Botswana,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
140,BRA,Brazil,2009,0,0,0,0,0,0,0,0,0,0,17.27804481852629,0.0,-0.125812002161169,8246.09707036353,4.88803479876799,101.6776972165,,,,6.41,8.0
516,BUI,Burundi,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
355,BUL,Bulgaria,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
811,CAM,Cambodia,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
20,CAN,Canada,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
471,CAO,Cameroon,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
402,CAP,Cape Verde,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
482,CEN,Central African Republic,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
483,CHA,Chad,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
155,CHL,Chile,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
710,CHN,China,2009,0,0,0,0,0,0,0,0,0,0,8.923648518839766,0.0,9.39872563259674,5128.90412774381,-0.728165250932898,96.5959343235,,,-4.91532292706585,5.87,-7.0
100,COL,Colombia,2009,0,0,0,0,0,0,0,0,0,0,23.79760511644249,0.0,1.13964864548062,5046.97121757727,4.20251661216482,125.0062578233,,,0.454714675776745,6.57,7.0
581,COM,Comoros,2009,0,0,0,0,0,0,0,0,0,1,31.71861128889387,0.0,3.24074072826829,1250.90244015699,4.36234829325718,50.4126665448,3.0,2.0,0.694574925156264,,9.0
484,CON,Congo Brazzaville,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
94,COS,Costa Rica,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
344,CRO,Croatia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
40,CUB,Cuba,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
352,CYP,Cyprus,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
316,CZR,Czech Republic,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
390,DEN,Denmark,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
522,DJI,Djibouti,2009,0,0,0,0,0,0,0,0,0,1,83.92657853123917,1.0,,,1.67549587285964,97.3572736015,3.5,2.5,-1.09285562071796,,2.0
42,DOM,Dominican Republic,2009,0,0,0,0,0,0,0,0,0,0,25.47034024784173,0.0,0.946155167790621,5327.53279165634,1.44215131834353,97.7646833975,,,-1.05307323503583,7.15,8.0
130,ECU,Ecuador,2009,0,0,0,0,0,0,0,0,0,1,22.73484815650848,0.0,1.0910129698311,4909.33681705683,5.15996829181047,108.501924202,,,,6.05,5.0
651,EGY,Egypt,2009,0,0,0,0,0,0,0,0,0,1,18.70944775940319,0.0,4.67359979952391,3135.09661303014,11.7634954386443,93.944568163,,,-1.82440990213011,5.72,-3.0
411,EQG,Equatorial Guinea,2009,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
531,ERI,Eritrea,2009,0,0,0,0,0,0,0,0,0,1,57.08420407538335,0.0,3.8765015275421,702.430936480778,,98.3302732436,2.0,1.5,,,-7.0
366,EST,Estonia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
529,ETI,Ethiopia,2009,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
860,ETM,East Timor,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
375,FIN,Finland,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
950,FJI,Fiji,2009,0,0,0,0,0,0,0,0,0,1,37.35094166511323,0.0,-1.38603770763581,4164.29318567542,3.13103559015965,97.7186162588,,,-0.576093895348839,6.43,-4.0
220,FRN,France,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
481,GAB,Gabon,2009,0,0,0,0,0,0,0,0,0,1,25.25486383280257,0.0,0.130331119816617,6264.83611480154,1.88570754577918,110.3407278743,,,7.36058127506915,5.33,3.0
420,GAM,Gambia,2009,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
452,GHA,Ghana,2009,0,0,0,0,0,0,0,0,0,1,49.94357650437971,1.0,4.84448705175076,1310.81347015195,19.2469482220857,97.4769289513,3.5,4.0,-0.963588221049183,6.68,8.0
255,GMY,Germany,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
404,GNB,Guinea-Bissau,2009,0,1,0,0,0,0,0,1,0,1,128.9014901552021,0.0,2.44795106098685,608.202131879882,-1.65139733620775,90.1078204345,2.5,1.5,4.11637205656717,4.81,6.0
350,GRC,Greece,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
372,GRG,Georgia,2009,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
90,GUA,Guatemala,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
438,GUI,Guinea,2009,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
110,GUY,Guyana,2009,0,0,0,0,0,0,0,0,0,0,45.34853942129893,0.0,3.61150847218585,4649.34144792756,2.95230096381001,101.1343183824,3.5,4.0,-1.34408344007546,6.26,6.0
41,HAI,Haiti,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
91,HON,Honduras,2009,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,
310,HUN,Hungary,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
750,IND,India,2009,0,0,0,0,0,0,0,0,0,0,19.2155611185983,0.0,7.86188883286074,1155.10163274172,10.8823529411764,91.1579688347,4.5,4.0,-4.556700078765,5.97,9.0
850,INS,Indonesia,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
205,IRE,Ireland,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
630,IRN,Iran,2009,0,0,0,0,0,0,0,0,0,0,4.495845311599847,0.0,1.00738546285622,5023.89314380531,13.5515548281506,90.6385422587,,,-3.63344141896487,5.39,-7.0
645,IRQ,Iraq,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
666,ISR,Israel,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
325,ITA,Italy,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
437,IVO,Ivory Coast,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
51,JAM,Jamaica,2009,0,0,0,0,0,0,0,0,0,0,97.06959414543958,1.0,-4.3453018579464,5094.03087418339,9.59224598930482,102.109579258,,,6.33151446940206,7.06,9.0
663,JOR,Jordan,2009,0,0,0,0,0,0,0,0,0,1,57.27756956248166,0.0,5.02371007272669,4615.23067817324,-0.739069743144777,156.8846152234,,,,7.04,-3.0
740,JPN,Japan,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
501,KEN,Kenya,2009,0,0,0,0,0,0,0,0,0,0,23.21917402746235,0.0,3.30693981631089,1276.73503486074,9.23412592394652,96.7796292078,4.5,4.0,-2.10304969105769,6.6,7.0
341,KOS,Kosovo,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
690,KUW,Kuwait,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
703,KYR,Kyrgyzstan,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
705,KZK,Kazakhstan,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
812,LAO,Laos,2009,0,0,0,0,0,0,0,0,0,1,112.5624363339961,1.0,7.50177491225853,1463.3379666846,0.141187674980385,98.1685574867,4.0,3.0,-2.80474232354626,5.52,-7.0
367,LAT,Latvia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
450,LBR,Liberia,2009,0,0,0,0,0,0,0,0,0,1,113.9755720940971,0.0,5.30054050291531,603.256211077605,7.42764305914919,86.7905341567,3.5,2.5,-0.644683257918552,5.15,6.0
660,LEB,Lebanon,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
570,LES,Lesotho,2009,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
620,LIB,Libya,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
368,LIT,Lithuania,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
212,LUX,Luxembourg,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
435,MAA,Mauritania,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
343,MAC,Macedonia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
580,MAG,Madagascar,2009,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,
820,MAL,Malaysia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
590,MAS,Mauritius,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
553,MAW,Malawi,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
70,MEX,Mexico,2009,0,0,0,0,0,0,0,0,0,0,26.96747579134408,0.0,-6.29525055780502,9074.1188145564,5.29735584228856,110.1454543292,,,-1.87372000834689,6.82,8.0
359,MLD,Moldova,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
432,MLI,Mali,2009,0,0,0,0,0,0,0,0,0,1,22.47496694590484,0.0,4.80632226697864,677.24304910758,2.46375188572299,91.3611380951,4.5,4.5,-3.39389421049774,5.82,7.0
348,MNT,Montenegro,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
712,MON,Mongolia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
600,MOR,Morocco,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
775,MYA,Myanmar (Burma),2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
541,MZM,Mozambique,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
565,NAM,Namibia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
790,NEP,Nepal,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
920,NEW,New Zealand,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
93,NIC,Nicaragua,2009,0,0,0,0,0,0,0,0,0,0,73.59338952491777,0.0,-3.29129212830696,1655.72842353391,3.68700160498797,84.5717060764,4.0,4.5,-0.0485327929917616,6.82,9.0
475,NIG,Nigeria,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
436,NIR,Niger,2009,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,
385,NOR,Norway,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
210,NTH,Netherlands,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
698,OMA,Oman,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
770,PAK,Pakistan,2009,0,0,0,0,0,0,0,0,0,1,31.15965374287397,0.0,3.47255059567348,1269.07432116444,13.6477650639761,106.2752931276,3.0,3.5,-0.0686468626180004,5.62,5.0
95,PAN,Panama,2009,0,0,0,0,0,0,0,0,0,1,,0.0,1.61186405976055,10267.0633151993,2.409053040822,112.5497069562,,,1.53914394914655,7.54,9.0
150,PAR,Paraguay,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
135,PER,Peru,2009,0,0,0,0,0,0,0,0,0,1,32.99855599723931,0.0,1.0958236592427,4801.17153740507,2.936231535967,95.1864930186,,,0.0739751933802086,7.55,9.0
840,PHI,Philippines,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
910,PNG,Papua New Guinea,2009,0,0,0,0,0,0,0,0,0,1,16.43447278527886,0.0,6.80042148322096,2003.24109727039,6.91832532601224,93.3653500825,4.0,4.5,,6.39,4.0
290,POL,Poland,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
235,POR,Portugal,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
731,PRK,Korea North,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
694,QAT,Qatar,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
732,ROK,Korea South,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
360,RUM,Romania,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
365,RUS,Russia,2009,0,0,0,0,0,0,0,0,0,0,,0.0,-7.79999391271275,8381.8681640625,11.6473295764118,95.242253377,,,-5.28605436394378,5.55,4.0
517,RWA,Rwanda,2009,0,0,0,0,0,0,0,0,0,1,19.53578855667494,0.0,6.24825750620508,557.397770789373,12.9443978401712,98.2879287521,4.0,3.5,-0.462632436471278,6.28,-3.0
560,SAF,South Africa,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
92,SAL,El Salvador,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
670,SAU,Saudi Arabia,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
433,SEN,Senegal,2009,0,0,0,0,0,0,0,0,0,0,23.2912882370237,0.0,2.75210448455053,1142.65317233964,-2.24802147855337,89.5571938364,4.0,4.0,-3.06654135076926,5.88,7.0
342,SER,Serbia,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
451,SIE,Sierra Leone,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
830,SIN,Singapore,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
317,SLO,Slovak Republic,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
349,SLV,Slovenia,2009,0,0,0,0,0,0,0,0,0,0,61.04653793196505,0.0,-2.10876837627522,3337.81150878211,1.05595029731201,91.0994099311,,,,7.49,10.0
940,SOL,Solomon Islands,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
520,SOM,Somalia,2009,0,0,0,0,0,0,0,0,0,0,100.9490783542755,1.0,6.69435192561079,317.038203436977,,110.1524716694,,,,,0.0
230,SPN,Spain,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
780,SRI,Sri Lanka,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
625,SUD,Sudan,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
115,SUR,Suriname,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
572,SWA,Swaziland,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
380,SWD,Sweden,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
225,SWZ,Switzerland,2009,0,0,0,0,0,0,0,0,0,0,15.02028093347177,0.0,1.56504885243523,2929.97720488048,7.44823423445754,110.0429809331,,,-2.6448596117673,4.29,10.0
652,SYR,Syria,2009,0,0,0,0,0,0,0,0,0,0,11.16693989058581,0.0,5.91204279337705,1484.40523742854,2.92089711805367,84.6506737251,,,,5.21,-6.0
702,TAJ,Tajikistan,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
713,TAW,Taiwan,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
510,TAZ,Tanzania,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
800,THI,Thailand,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
701,TKM,Turkmenistan,2009,0,0,0,0,0,0,0,0,0,1,4.240428919756062,0.0,6.10000011485643,3645.43522420841,,113.9296090519,,,,,-9.0
461,TOG,Togo,2009,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
52,TRI,Trinidad,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
616,TUN,Tunisia,2009,0,0,0,0,0,0,0,0,0,1,55.41407251522507,0.0,3.04345012371552,3835.25509911786,3.66490330642919,112.3829975746,,,0.328405226223934,6.22,-4.0
640,TUR,Turkey,2009,0,0,0,0,0,0,0,0,0,1,44.57377455041656,0.0,-4.82315395301769,7862.87076474477,6.25097663090626,98.4369952813,,,0.25460639992286,6.79,7.0
696,UAE,UAE,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
500,UGA,Uganda,2009,0,0,0,0,0,0,0,0,0,1,11.17634067434508,0.0,6.80151734860395,749.342865535423,13.0172561889185,92.1425709923,4.5,4.5,-0.852701039408066,6.78,-1.0
200,UKG,United Kingdom,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
369,UKR,Ukraine,2009,0,0,0,0,0,0,0,0,0,1,91.74286790045588,0.0,-15.1364679101502,2188.17016601563,15.8811924594476,114.7253421448,,,-5.09801256281799,5.22,7.0
165,URU,Uruguay,2009,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2,USA,United States,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
704,UZB,Uzbekistan,2009,0,0,0,0,0,0,0,0,0,0,21.07919447024528,0.0,8.05093332733966,2025.04298646073,,83.9531478791,4.0,4.0,,,-9.0
101,VEN,Venezuela,2009,0,0,0,0,0,0,0,0,0,1,,0.0,-3.20230265749002,,27.080941446613,126.1952549109,,,,3.33,-3.0
818,VIE,Vietnam,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
679,YEM,Yemen,2009,0,0,0,0,0,0,0,0,0,0,28.37945528743992,0.0,3.86622951587742,2257.44759202018,5.40776098077522,103.5870987973,3.5,3.5,,4.71,-2.0
490,ZAI,Congo Kinshasa,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
551,ZAM,Zambia,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
552,ZIM,Zimbabwe,2009,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
700,AFG,Afghanistan,2010,0,0,0,0,0,0,0,0,0,1,15.33349739713815,1.0,14.3624414710737,542.871030476037,2.17853752389419,93.9890986944,3.5,2.5,,,
339,ALB,Albania,2010,0,0,0,0,0,0,0,0,0,1,46.04233475887006,0.0,3.70693815255319,3577.11432498868,3.6271009151748,102.2687889865,,,0.288227775738753,7.24,9.0
615,ALG,Algeria,2010,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
540,ANG,Angola,2010,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
160,ARG,Argentina,2010,0,0,0,0,0,0,0,0,0,1,30.94935673109929,0.0,10.1253981561002,13387.1553748458,,99.4387795988,,,0.340539036409467,5.63,8.0
371,ARM,Armenia,2010,0,0,0,0,0,0,0,0,0,1,64.89815495627325,0.0,2.2000000002151,2796.08143428043,8.17636138473952,109.2163080213,4.5,4.5,-4.07869806823746,7.27,5.0
900,AUL,Australia,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
305,AUS,Austria,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
373,AZE,Azerbaijan,2010,0,0,0,0,0,0,0,0,0,1,14.64685412284623,0.0,5.04894451349574,5215.20415429496,5.72687224669605,133.6908884614,4.0,4.5,13.6690921935712,5.4,-7.0
692,BAH,Bahrain,2010,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,
211,BEL,Belgium,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
434,BEN,Benin,2010,0,0,0,0,0,0,0,0,0,1,24.08947704955641,0.0,2.11406472648392,928.246655356464,2.20783532536523,106.7527266686,4.0,3.5,1.56880175089879,5.81,7.0
439,BFO,Burkina Faso,2010,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
760,BHU,Bhutan,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
370,BLR,Belarus,2010,0,0,0,0,0,0,0,0,0,1,50.67329886106163,0.0,7.75001706649184,5616.10598460952,7.73574804312508,102.4990760082,,,-1.01436884312865,5.64,-7.0
771,BNG,Bangladesh,2010,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
145,BOL,Bolivia,2010,0,0,0,0,0,0,0,0,0,1,30.79031349400566,0.0,4.1267225910567,2481.40700559612,2.50327605844241,140.4699266129,4.0,4.5,3.07276090694441,6.14,7.0
346,BOS,Bosnia,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
571,BOT,Botswana,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
140,BRA,Brazil,2010,0,0,0,0,0,0,0,0,0,0,16.46096338831919,0.0,7.52822581815364,8792.63436164336,5.03872690108075,118.5256739214,,,2.08102575723627,6.54,8.0
516,BUI,Burundi,2010,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
355,BUL,Bulgaria,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
811,CAM,Cambodia,2010,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
20,CAN,Canada,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
471,CAO,Cameroon,2010,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
402,CAP,Cape Verde,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
482,CEN,Central African Republic,2010,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,
483,CHA,Chad,2010,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
155,CHL,Chile,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
710,CHN,China,2010,0,0,0,0,0,0,0,0,0,0,12.25412975041582,0.0,10.6358710644913,5647.06872713954,3.17532475269199,87.0042466436,,,0.878646843939413,5.87,-7.0
100,COL,Colombia,2010,0,0,0,0,0,0,0,0,0,0,23.29945599879771,0.0,4.49465897070922,5214.24547620131,2.27200227892008,145.1044438419,,,-0.488427818002862,6.62,7.0
581,COM,Comoros,2010,0,0,0,0,0,0,0,0,0,1,30.68741480302731,0.0,3.77776674982255,1272.60723213062,3.35475770328922,56.9090496528,3.0,2.0,4.51168522648618,,9.0
484,CON,Congo Brazzaville,2010,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
94,COS,Costa Rica,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
344,CRO,Croatia,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
40,CUB,Cuba,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
352,CYP,Cyprus,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
316,CZR,Czech Republic,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
390,DEN,Denmark,2010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
522,DJI,Djibouti,2010,0,0,0,0,0,0,0,0,0,1,67.06465684434572,1.0,,,3.95007875923885,97.0227618273,3.5,2.5,-0.142130046982254,,2.0
42,DOM,Dominican Republic,2010,0,0,0,0,0,0,0,0,0,0,25.99237945826404,0.0,8.33965105962218,5698.41429685183,6.32993220146146,95.8158998579,,,-1.13508747511423,7.26,8.0
130,ECU,Ecuador,2010,0,1,0,0,0,0,0,0,0,1,22.92674164974918,0.0,4.02913787986621,5022.20374387205,3.55437734567843,124.1012486728,,,,6.06,5.0
